ID,date_time,lat,lon,depth(km),magnitude,origin
18125951,2018-01-27T071834.03,43.0177,13.0996,0,ML1.1,2 km SE Fiordimonte (MC)
18126011,2018-01-27T072316.61,42.5592,13.3438,14.2,ML1.5,2 km W Campotosto (AQ)
18126091,2018-01-27T073322.71,42.8642,13.2373,5.2,ML1.3,8 km E Castelsantangelo sul Nera (MC)
18126401,2018-01-27T084056.37,43.0777,13.1202,11.6,ML0.8,3 km NE Pievebovigliana (MC)
18126491,2018-01-27T085613.13,43.0285,13.1175,8.1,ML1.2,2 km E Fiordimonte (MC)
18126531,2018-01-27T090730.26,42.8957,13.0112,10.4,ML2.1,3 km NW Preci (PG)
18126581,2018-01-27T090949.91,42.8943,13.0177,10.6,ML1.2,2 km NW Preci (PG)
18126651,2018-01-27T092131.76,41.7367,14.2565,18.4,ML1.8,4 km NW Carovilli (IS)
18126721,2018-01-27T094748.25,41.7172,14.2407,21.2,ML1.4,2 km NE Roccasicura (IS)
18126771,2018-01-27T100206.01,45.9517,10.7977,10.9,ML1.3,5 km NW Tenno (TN)
18126821,2018-01-27T102054.92,41.7368,14.2673,18.5,ML1.8,3 km NW Carovilli (IS)
18127041,2018-01-27T110917.21,43.9652,11.7685,8,ML1.2,2 km SW Premilcuore (FC)
18127181,2018-01-27T112250.39,41.7372,14.2663,16.3,ML1.6,4 km NW Carovilli (IS)
18127221,2018-01-27T113314.51,41.8902,13.7537,13.2,ML1.5,4 km S Bisegna (AQ)
18127431,2018-01-27T115948.5,42.9032,13.1457,8.6,ML1.0,1 km NW Castelsantangelo sul Nera (MC)
18127591,2018-01-27T122144.37,43.2527,12.729.,7,ML1.5,6 km W Gualdo Tadino (PG)
18127711,2018-01-27T122918.73,42.2522,13.6907,8.9,ML1.7,2 km E Caporciano (AQ)
18127831,2018-01-27T124036.99,42.7757,13.0987,10.5,ML0.9,2 km S Norcia (PG)
18127881,2018-01-27T124358.76,42.8051,3.16681,0.4,ML0.8,6 km E Norcia (PG)
18127991,2018-01-27T130827.5,39.3312,16.3122,10.9,ML2.1,1 km N Lappano (CS)
18128121,2018-01-27T131826.71,42.9222,12.9528,10.5,ML1.1,4 km NE Sellano (PG)
18128231,2018-01-27T133333.24,45.8078,11.0573,10.8,ML0.7,5 km W Vallarsa (TN)
18128411,2018-01-27T135522.14,42.6953,13.2453,9.9,ML1.4,Accumoli (RI)
18128451,2018-01-27T135641.83,42.6963,13.2637,11.7,ML0.9,1 km E Accumoli (RI)
18128611,2018-01-27T141259.82,42.7358,13.1902,10.7,ML1.3,7 km NW Accumoli (RI)
18128711,2018-01-27T142852.46,42.7403,11.8418,8.8,ML0.9,2 km W Acquapendente (VT)
18129141,2018-01-27T155851.74,43.0652,13.0407,9.3,ML1.1,2 km S Muccia (MC)
18129251,2018-01-27T161836.84,43.0161,2.97481,1.4,ML0.7,3 km NW Monte Cavallo (MC)
18129451,2018-01-27T164440.56,42.6511,3.22059,0.9,ML1.3,5 km SW Accumoli (RI)
18129501,2018-01-27T165224.67,42.9687,13.0322,7.6,ML1.2,4 km SE Monte Cavallo (MC)
18129551,2018-01-27T171851.84,43.5892,12.4333,10,ML1.0,3 km NE Apecchio (PU)
18129621,2018-01-27T172623.56,42.5881,2.84739,0.8,ML1.4,Polino (TR)
18129791,2018-01-27T180309.73,43.2783,12.9471,0.8,ML0.7,3 km N Esanatoglia (MC)
18129921,2018-01-27T182913.47,38.9632,16.3427,"78.5BULLETIN-INGVML3.7--2 km SE Lamezia Terme (CZ)
",ML3.7,2 km SE Lamezia Terme (CZ)
18129981,2018-01-27T183002.76,43.6758,12.4852,10.9,ML1.5,3 km SW Peglio (PU)
18130311,2018-01-27T195512.48,42.6182,13.3077,0.2,ML1.0,2 km SE Amatrice (RI)
18130411,2018-01-27T201555.14,41.7327,14.2688,18.3,ML1.5,3 km NW Carovilli (IS)
18130541,2018-01-27T204645.46,42.7995,12.7728,7.7,ML1.3,2 km S Campello sul Clitunno (PG)
18130601,2018-01-27T204937.03,43.0722,12.9847,13.4,ML1.6,3 km E Serravalle di Chienti (MC)
18130651,2018-01-27T205001.39,42.8205,13.0102,10.9,ML1.4,7 km SW Preci (PG)
18130901,2018-01-27T213159.76,41.3571,4.61671,1,ML0.9,4 km W Morcone (BN)
18131041,2018-01-27T221930.75,42.9223,13.1542,8,ML0.9,3 km SE Ussita (MC)
18131171,2018-01-27T230207.42,43.5903,12.5027,10.4,ML1.0,1 km W Piobbico (PU)
18131211,2018-01-27T230712.93,42.7987,13.1218,10,ML0.9,2 km E Norcia (PG)
18131301,2018-01-27T233912.77,42.9257,12.7871,0.5,ML0.7,6 km NE Trevi (PG)
18131391,2018-01-27T235909.54,37.7571,6.33233,6.1,ML2.2,Costa Calabra sud-orientale (Reggio di Calabria)
18131571,2018-01-28T002456.2,44.7898,9.7663,0.6,ML2.1,5 km W Vernasca (PC)
18131661,2018-01-28T004816.35,42.5818,13.2393,11,ML1.0,6 km N Montereale (AQ)
18131731,2018-01-28T011832.21,44.0807,11.6575,6.3,ML0.8,4 km E Marradi (FI)
18131751,2018-01-28T020350.14,42.7991,3.12271,0,ML1.3,2 km E Norcia (PG)
18131841,2018-01-28T021330.92,42.9328,13.1562,8.8,ML1.4,2 km SE Ussita (MC)
18131901,2018-01-28T021421.38,42.6467,13.2331,0.1,ML1.1,5 km W Amatrice (RI)
18131951,2018-01-28T021723.13,42.9043,13.1548,7.3,ML1.7,1 km N Castelsantangelo sul Nera (MC)
18132071,2018-01-28T023145.75,43.6833,14.1368,10,ML1.9,Adriatico Centrale (MARE)
18132111,2018-01-28T023831.23,42.7961,3.12521,0,ML1.6,3 km E Norcia (PG)
18132181,2018-01-28T030508.59,44.0837,11.6663,7.2,ML1.0,4 km E Marradi (FI)
18132251,2018-01-28T030745.94,42.7875,12.9443,11,ML1.2,4 km SE Cerreto di Spoleto (PG)
18132301,2018-01-28T031346.65,42.8087,13.1248,10.3,ML1.6,3 km NE Norcia (PG)
18132391,2018-01-28T034328.24,37.7965,15.4982,8.6,ML1.9,Costa Catanese (Catania)
18132501,2018-01-28T041554.68,42.9205,13.0077,11.1,ML1.1,5 km NW Preci (PG)
18132571,2018-01-28T042331.93,42.8427,12.7555,9.7,ML0.7,3 km NW Campello sul Clitunno (PG)
18132631,2018-01-28T044108.39,42.7877,12.9491,0.8,ML1.3,4 km SE Cerreto di Spoleto (PG)
18132711,2018-01-28T044510.05,41.7343,14.2552,16.4,ML1.3,4 km NW Carovilli (IS)
18132861,2018-01-28T050718.5,43.0098,12.8865,0.9,ML1.1,9 km SW Serravalle di Chienti (MC)
18132931,2018-01-28T050804.7,42.4347,13.3181,0.9,ML0.9,2 km E Pizzoli (AQ)
18133021,2018-01-28T051739.05,42.7888,12.9451,1,ML1.3,4 km SE Cerreto di Spoleto (PG)
18133061,2018-01-28T052345.37,42.8481,3.06151,0.4,ML0.8,4 km SE Preci (PG)
18133201,2018-01-28T055023.09,42.9882,13.0403,10.3,ML1.4,3 km E Monte Cavallo (MC)
18133221,2018-01-28T060047.82,43.1333,11.0237,7.9,ML1.0,1 km E Montieri (GR)
18133451,2018-01-28T072708.83,43.1858,11.0748,9.2,ML1.3,4 km NW Chiusdino (SI)
18133501,2018-01-28T075319.12,43.1877,11.0632,5.5,ML1.8,4 km NW Chiusdino (SI)
18133581,2018-01-28T075707.04,43.1887,11.0682,10,ML1.4,4 km NW Chiusdino (SI)
18133661,2018-01-28T080404.32,43.1923,11.0615,9,ML1.3,5 km NW Chiusdino (SI)
18133711,2018-01-28T081930.98,43.1538,13.0503,10.7,ML0.8,2 km NW Camerino (MC)
18133821,2018-01-28T085751.66,42.9977,13.1183,8.2,ML1.1,5 km SE Fiordimonte (MC)
18133911,2018-01-28T090137.51,42.6982,13.2543,12.4,ML1.0,1 km NE Accumoli (RI)
18134451,2018-01-28T101215.96,43.2213,10.9233,9.6,ML1.3,2 km NE Castelnuovo di Val di Cecina (PI)
18134981,2018-01-28T115131.46,38.0648,15.2031,4.6,ML1.6,4 km S Castroreale (ME)
18135141,2018-01-28T121017.78,43.5258,12.7043,15.7,ML1.1,3 km W Frontone (PU)
18135231,2018-01-28T131203.19,46.3162,12.7137,8.7,ML0.8,6 km W Tramonti di Sopra (PN)
18135401,2018-01-28T134326.25,42.5765,13.2481,1.1,ML0.8,6 km N Montereale (AQ)
18135511,2018-01-28T135635.11,42.6138,13.2252,13,ML1.6,5 km E Cittareale (RI)
18135621,2018-01-28T140447.97,42.6238,13.2222,12.1,ML1.1,5 km E Cittareale (RI)
18135741,2018-01-28T142015.39,43.0087,13.0785,9.9,ML1.6,3 km S Fiordimonte (MC)
18135841,2018-01-28T144623.68,43.0542,13.0648,9.3,ML2.5,1 km NE Pieve Torina (MC)
18135961,2018-01-28T145215.36,42.8261,3.25481,1.2,ML1.2,7 km W Montegallo (AP)
18136031,2018-01-28T151052.2,42.6187,13.2271,2.8,ML1.7,5 km W Amatrice (RI)
18136311,2018-01-28T152547.3,43.0473,12.9047,9.3,ML1.2,5 km SW Serravalle di Chienti (MC)
18136541,2018-01-28T154226.35,41.7333,14.2417,0.9,ML1.4,4 km N Roccasicura (IS)
18136891,"2018-01-28T160305.525000-52.8689.569090.8SURVEY-INGV-AMwp6.3--Southwest of Africa [Sea]
",-52.868,9.56909,0.8,-AMwp6.3,Southwest of Africa [Sea]
18136851,2018-01-28T160542.22,42.8552,13.2117,8.6,ML1.4,6 km SE Castelsantangelo sul Nera (MC)
18137111,2018-01-28T165708.19,42.3442,13.4377,9.8,ML1.5,3 km E L'Aquila (AQ)
18137161,2018-01-28T170717.24,42.6528,13.2553,13.7,ML1.1,4 km NW Amatrice (RI)
18137211,2018-01-28T171654.69,42.4387,13.3078,11.2,ML2.0,1 km E Pizzoli (AQ)
18137261,2018-01-28T172404.82,42.9451,3.03321,2.2,ML0.9,5 km W Visso (MC)
18137311,2018-01-28T175138.88,42.7681,3.08831,0.1,ML0.8,3 km S Norcia (PG)
18137361,2018-01-28T175332.03,42.8845,13.0137,11,ML1.1,2 km W Preci (PG)
18137441,2018-01-28T175623.87,42.8257,13.2393,9.3,ML1.0,8 km NW Arquata del Tronto (AP)
18137511,2018-01-28T181320.53,41.3517,14.610.,9,ML1.3,4 km E Pietraroja (BN)
18137591,2018-01-28T183729.25,43.9592,7.60511,0.1,ML0.7,Costa Ligure Occidentale (Imperia)
18137681,2018-01-28T191251.43,42.7305,13.2162,10.7,ML0.8,5 km NW Accumoli (RI)
18137741,2018-01-28T191955.14,43.1267,13.0821,5.8,ML0.8,2 km SE Camerino (MC)
18137771,2018-01-28T192332.46,43.1227,12.7837,10.3,ML0.7,1 km NW Nocera Umbra (PG)
18137831,2018-01-28T194125.04,38.3312,16.1503,6,ML1.5,5 km W Canolo (RC)
18137991,2018-01-28T202638.05,42.9958,12.9725,7.6,ML0.8,2 km W Monte Cavallo (MC)
18138051,2018-01-28T204607.92,42.6592,13.1831,1.8,ML1.0,5 km NE Cittareale (RI)
18138261,2018-01-28T212410.44,44.2393,11.5703,25.3,ML1.2,2 km SE Fontanelice (BO)
18138281,2018-01-28T213358.5,41.6185,13.9131,0.8,ML1.6,1 km W San Biagio Saracinisco (FR)
18138351,2018-01-28T215554.6,39.7423,16.2772,1,ML0.5,6 km SW Cassano all'Ionio (CS)
18138371,2018-01-28T220154.57,42.9582,13.0107,11.1,ML0.8,4 km S Monte Cavallo (MC)
18138411,2018-01-28T220246.,42.2572,13.5825,9.7,ML1.1,1 km E Fagnano Alto (AQ)
18138471,2018-01-28T221001.07,37.7741,4.11789,0.7,ML1.3,3 km S Petralia Soprana (PA)
18138671,2018-01-28T225922.53,41.7527,14.2763,10.7,ML1.0,3 km SE Vastogirardi (IS)
18138711,2018-01-28T231558.97,39.7587,16.3958,9.5,ML1.1,7 km S Francavilla Marittima (CS)
18138931,2018-01-28T232950.25,42.9553,13.0157,11.7,ML1.0,4 km S Monte Cavallo (MC)
18139001,2018-01-28T233220.08,43.4275,12.7592,13.9,ML0.7,7 km S Serra Sant'Abbondio (PU)
18139111,2018-01-29T001118.54,42.7863,13.1522,9.9,ML1.0,5 km E Norcia (PG)
18139161,2018-01-29T001527.2,43.0527,13.0897,7.8,ML1.0,1 km S Pievebovigliana (MC)
18139301,2018-01-29T015236.92,37.6402,14.9373,9.8,ML1.2,1 km N Ragalna (CT)
18139341,2018-01-29T015503.52,37.6372,14.9328,10.2,ML1.3,1 km NW Ragalna (CT)
18139371,2018-01-29T020215.57,37.6431,5.00575,0,ML1.3,4 km NW Nicolosi (CT)
18139381,2018-01-29T021909.52,41.5732,13.9173,10.1,ML1.1,2 km N Vallerotonda (FR)
18139481,2018-01-29T031614.1,38.7173,16.3652,17,ML2.9,4 km W San Vito sullo Ionio (CZ)
18139541,2018-01-29T034517.67,42.8052,13.2483,9.3,ML1.0,5 km NW Arquata del Tronto (AP)
18139571,2018-01-29T035121.18,42.8037,13.1255,10.2,ML0.8,3 km E Norcia (PG)
18139611,2018-01-29T040225.34,42.9752,13.0322,8.3,ML1.2,3 km SE Monte Cavallo (MC)
18139661,2018-01-29T040410.23,42.9802,13.0335,6.8,ML0.9,3 km SE Monte Cavallo (MC)
18139701,2018-01-29T040535.39,43.5447,11.0712,12.1,ML1.9,2 km E Certaldo (FI)
18139751,2018-01-29T042409.22,40.7753,15.2795,17,ML1.1,3 km W Laviano (SA)
18139961,2018-01-29T051845.16,42.7678,13.0973,10.8,ML1.0,3 km S Norcia (PG)
18140001,2018-01-29T052813.38,42.7907,13.1185,10.5,ML1.0,2 km E Norcia (PG)
18140611,2018-01-29T071852.18,42.7791,3.14381,2.6,ML1.1,4 km E Norcia (PG)
18140931,2018-01-29T083442.85,42.9338,13.1508,14.2,ML1.1,2 km SE Ussita (MC)
18140971,2018-01-29T084128.03,42.9388,13.0147,11.1,ML1.0,6 km W Visso (MC)
18141041,2018-01-29T085254.95,45.6783,7.65358,0.3,ML0.8,1 km SW Champdepraz (AO)
18141131,2018-01-29T092622.15,37.9925,15.1768,8.7,ML1.5,1 km NE Fondachelli-Fantina (ME)
18141261,2018-01-29T095723.57,43.0437,13.0128,12.8,ML1.8,3 km W Pieve Torina (MC)
18141531,2018-01-29T104821.4,42.813.,152810,2,ML1.0,5 km E Norcia (PG)
18141751,2018-01-29T112421.21,42.9738,13.1907,10.6,ML0.8,4 km SW Bolognola (MC)
18141871,2018-01-29T115744.19,42.1533,16.1122,2.2,ML2.5,Costa Garganica (Foggia)
18141911,2018-01-29T120023.48,46.3057,9.9139.,2,ML0.7,5 km NE Lanzada (SO)
18142131,2018-01-29T124623.17,44.3722,8.4369.,2,ML0.8,5 km SW Stella (SV)
18142211,2018-01-29T125147.08,38.0103,15.1762,8.1,ML1.1,3 km N Fondachelli-Fantina (ME)
18142291,2018-01-29T130133.46,43.1012,13.2188,9.1,ML0.8,3 km W Cessapalombo (MC)
18142321,2018-01-29T130725.61,42.7812,13.1128,10.4,ML0.7,2 km SE Norcia (PG)
18142491,2018-01-29T133244.36,42.6851,3.13921,0.9,ML0.8,8 km N Cittareale (RI)
18142651,2018-01-29T141026.14,46.4683,12.7985,9.4,ML0.8,6 km W Ovaro (UD)
18142681,2018-01-29T142119.24,43.0083,13.0062,5.3,ML0.7,2 km N Monte Cavallo (MC)
18142761,2018-01-29T144307.26,37.7332,15.0112,7.8,ML1.6,9 km W Zafferana Etnea (CT)
18142991,2018-01-29T152309.92,40.3297,15.9945,4.3,ML1.2,3 km N Montemurro (PZ)
18143071,2018-01-29T152704.52,42.7782,13.2458,10.6,ML1.2,4 km W Arquata del Tronto (AP)
18143261,2018-01-29T160651.75,42.6528,13.2487,11.1,ML1.3,4 km NW Amatrice (RI)
18143301,2018-01-29T160750.68,42.6493,13.2457,12.1,ML1.5,4 km NW Amatrice (RI)
18143391,2018-01-29T162040.98,43.0082,13.0077,8.8,ML1.2,2 km N Monte Cavallo (MC)
18143721,2018-01-29T170505.78,42.8702,13.1678,10.8,ML0.6,3 km SE Castelsantangelo sul Nera (MC)
18143801,2018-01-29T171424.93,42.6545,13.2525,12.1,ML1.1,4 km NW Amatrice (RI)
18143881,2018-01-29T173729.9,37.7408,15.0178,6.5,ML2.0,9 km W Milo (CT)
18144021,2018-01-29T175918.33,42.6408,13.2868,8.2,ML1.4,1 km N Amatrice (RI)
18144211,2018-01-29T184928.24,42.8097,13.1162,9.7,ML2.5,3 km NE Norcia (PG)
18144251,2018-01-29T185732.24,42.8027,13.1018,11.1,ML1.0,1 km NE Norcia (PG)
18144331,2018-01-29T190239.11,42.9348,13.1157,10.1,ML3.2,2 km E Visso (MC)
18144641,2018-01-29T200208.82,42.6803,13.2268,12,ML1.1,2 km SW Accumoli (RI)
18144781,2018-01-29T202400.16,42.8168,13.1592,10,ML0.9,6 km E Norcia (PG)
18144841,2018-01-29T210654.46,43.2503,12.7302,10.8,ML0.8,5 km W Gualdo Tadino (PG)
18144941,2018-01-29T214155.29,42.8187,13.1098,10.9,ML0.5,3 km NE Norcia (PG)
18145001,2018-01-29T214930.46,38.5943,15.2278,223.4,ML2.2,Isole Eolie (Messina)
18145051,2018-01-29T215622.43,43.4298,12.4888,8.7,ML0.9,4 km E Pietralunga (PG)
18145121,2018-01-29T220321.35,42.7087,13.2463,13.7,ML1.3,1 km N Accumoli (RI)
18145231,2018-01-29T223829.33,44.3417,7.25331,1.5,ML1.4,4 km NE Aisone (CN)
18145261,2018-01-29T223848.63,42.8552,13.1972,13.4,ML0.6,6 km SE Castelsantangelo sul Nera (MC)
18145311,2018-01-29T224225.23,42.8991,3.08279,0.7,ML0.9,4 km S Visso (MC)
18145501,2018-01-29T230934.34,42.3318,12.9197,10.1,ML1.4,3 km NE Belmonte in Sabina (RI)
18145581,2018-01-29T231738.71,42.9098,12.8537,10.2,ML1.5,6 km W Sellano (PG)
18145791,2018-01-30T002822.39,42.9012,13.1543,8.2,ML1.4,1 km N Castelsantangelo sul Nera (MC)
18145891,2018-01-30T004232.76,42.7718,13.1152,11.1,ML1.0,3 km SE Norcia (PG)
18145961,2018-01-30T004753.04,43.8187,12.1605,8.6,ML1.0,3 km N Casteldelci (RN)
18146121,2018-01-30T011044.26,42.8112,13.1138,9.4,ML0.9,3 km NE Norcia (PG)
18146161,2018-01-30T011125.78,42.5237,13.2773,12.8,ML1.1,2 km W Capitignano (AQ)
18146271,2018-01-30T013512.,45.7887,10.5147,11.8,ML1.4,3 km NE Anfo (BS)
18146341,2018-01-30T013802.54,43.0151,3.10037,0.7,ML1.7,3 km SE Fiordimonte (MC)
18146391,2018-01-30T021337.38,45.9493,10.7979,0.3,ML1.4,4 km NW Tenno (TN)
18146471,2018-01-30T025808.74,43.1238,13.0092,10.9,ML0.9,5 km W Camerino (MC)
18146551,2018-01-30T030603.21,43.0563,13.0417,9.6,ML1.0,1 km NW Pieve Torina (MC)
18146621,2018-01-30T033136.54,38.1523,15.0498,9.5,ML0.6,Costa Siciliana nord-orientale (Messina)
18146651,2018-01-30T042034.64,42.9002,13.0292,9.7,ML1.2,2 km NW Preci (PG)
18146691,2018-01-30T042322.62,43.0653,13.0333,10.9,ML1.0,2 km SW Muccia (MC)
18146751,2018-01-30T042731.82,43.0711,3.02811,0.3,ML1.0,2 km SW Muccia (MC)
18147141,2018-01-30T055153.45,42.8612,13.2527,18.3,ML0.9,7 km W Montegallo (AP)
18147301,2018-01-30T060241.08,42.5798,13.3313,12.8,ML1.2,4 km NW Campotosto (AQ)
18147451,2018-01-30T062029.68,42.5885,13.2292,11.6,ML2.0,7 km SE Cittareale (RI)
18147671,2018-01-30T065338.55,42.4852,13.3525,10.9,ML0.8,6 km SE Capitignano (AQ)
18147781,2018-01-30T070331.53,43.0047,13.0262,10.1,ML1.3,2 km NE Monte Cavallo (MC)
18147951,2018-01-30T072616.74,41.6238,13.9737,10,ML1.2,4 km E San Biagio Saracinisco (FR)
18148041,2018-01-30T075608.31,45.8568,10.9575,8,ML2.3,2 km W Mori (TN)
18148091,2018-01-30T080302.98,42.7058,13.5998,16.9,ML1.1,6 km E Rocca Santa Maria (TE)
18148211,2018-01-30T081453.62,44.2795,7.44934,0.8,ML0.4,1 km NW Roaschia (CN)
18148281,2018-01-30T084903.37,41.6883,14.8242,10.5,ML1.8,1 km E Ripabottoni (CB)
18148371,2018-01-30T085617.7,42.9961,1.15179,0.6,ML1.0,2 km SW Roccastrada (GR)
18148421,2018-01-30T090636.89,43.5658,12.4203,9.5,ML1.1,1 km N Apecchio (PU)
18148581,2018-01-30T092956.54,42.7982,13.0767,11.5,ML0.7,1 km W Norcia (PG)
18148621,2018-01-30T093214.82,45.9512,7.51253,0.6,ML1.1,11 km NE Bionaz (AO)
18148831,2018-01-30T103649.8,42.7482,13.1972,12.1,ML1.1,7 km NW Accumoli (RI)
18149121,2018-01-30T111750.65,42.6512,13.1768,14.3,ML1.1,4 km NE Cittareale (RI)
18149411,2018-01-30T120616.97,42.5317,13.2847,13.3,ML1.0,2 km NW Capitignano (AQ)
18149451,2018-01-30T120802.74,42.8888,13.1332,13.1,ML0.8,2 km W Castelsantangelo sul Nera (MC)
18150021,2018-01-30T131836.88,42.7317,13.2092,12.3,ML1.1,5 km NW Accumoli (RI)
18150121,2018-01-30T132736.97,42.4958,13.3555,10.6,ML0.9,5 km SE Capitignano (AQ)
18150431,2018-01-30T143843.12,42.4883,13.3477,10.8,ML1.2,5 km SE Capitignano (AQ)
18150491,2018-01-30T144721.94,42.8351,3.22471,3.4,Md1.2,9 km SE Castelsantangelo sul Nera (MC)
18151011,2018-01-30T162047.56,42.8187,13.2778,10.5,ML0.9,5 km NW Arquata del Tronto (AP)
18151161,2018-01-30T165547.26,42.7292,13.2238,10.6,ML1.1,4 km NW Accumoli (RI)
18151341,2018-01-30T170758.96,41.7428,14.2488,16.5,ML1.2,4 km S Vastogirardi (IS)
18151441,2018-01-30T172819.8,42.8572,13.1927,15.3,ML0.9,5 km SE Castelsantangelo sul Nera (MC)
18151451,2018-01-30T173350.18,42.7845,13.1035,9.7,ML1.1,1 km SE Norcia (PG)
18151681,2018-01-30T180033.1,42.5097,13.0032,12.7,ML1.0,7 km SE Leonessa (RI)
18151721,2018-01-30T181722.92,43.0643,13.0482,10.2,ML0.8,2 km S Muccia (MC)
18151861,2018-01-30T183239.,42.4882,13.3442,10.9,ML1.3,5 km SE Capitignano (AQ)
18151891,2018-01-30T183335.01,42.9498,13.1395,8,ML1.0,1 km N Ussita (MC)
18152161,2018-01-30T191620.16,42.8343,13.2108,8.7,ML1.5,8 km SE Castelsantangelo sul Nera (MC)
18152261,2018-01-30T193347.69,42.5035,13.3698,3.5,ML0.4,6 km E Capitignano (AQ)
18152321,2018-01-30T201553.46,42.6652,13.221,0.5,ML1.3,4 km SW Accumoli (RI)
18152391,2018-01-30T201841.85,42.6642,13.2212,10.9,ML1.1,4 km SW Accumoli (RI)
18152431,2018-01-30T203026.03,43.1153,12.6068,9.2,ML0.9,5 km N Assisi (PG)
18152551,2018-01-30T210601.59,42.7353,13.2072,12.2,ML1.0,6 km NW Accumoli (RI)
18152621,2018-01-30T213119.87,42.8012,13.1418,11.6,ML0.9,4 km E Norcia (PG)
18152691,2018-01-30T215548.1,42.6995,13.1713,11.1,ML1.1,6 km W Accumoli (RI)
18152891,2018-01-30T223804.37,42.8502,13.1755,12.8,ML0.6,5 km SE Castelsantangelo sul Nera (MC)
18152981,2018-01-30T224253.38,41.7403,14.2437,17.3,ML1.1,4 km SW Vastogirardi (IS)
18153091,2018-01-30T231208.37,36.9853,15.6397,32.5,ML2.2,Costa Siracusana (Siracusa)
18153141,2018-01-30T232915.3,38.5455,12.4573,31.7,ML2.1,Tirreno Meridionale (MARE)
18153181,2018-01-30T234104.01,42.4802,13.4762,11,ML0.8,8 km S Crognaleto (TE)
18153341,2018-01-31T002854.82,41.3483,14.6013,9.2,ML0.9,4 km E Pietraroja (BN)
18153411,2018-01-31T004600.47,42.5558,13.3422,8.4,ML1.4,2 km W Campotosto (AQ)
18153781,2018-01-31T020330.94,42.9758,13.0347,4.6,ML0.9,3 km SE Monte Cavallo (MC)
18153841,2018-01-31T022752.4,42.7858,13.2107,10.9,ML1.4,7 km W Arquata del Tronto (AP)
18153901,2018-01-31T023323.63,42.2192,12.8275,10.1,ML0.9,2 km SE Frasso Sabino (RI)
18154011,2018-01-31T024738.69,42.8462,13.2078,7.7,ML1.2,7 km SE Castelsantangelo sul Nera (MC)
18154131,2018-01-31T033731.43,42.7731,3.09071,0,ML1.0,2 km S Norcia (PG)
18154211,2018-01-31T035222.66,38.0023,15.1867,7.8,ML1.2,2 km NE Fondachelli-Fantina (ME)
18154541,2018-01-31T061712.64,42.6688,13.1875,12.1,ML1.3,6 km SW Accumoli (RI)
18155101,"2018-01-31T070659.48500036.414870.8838172.7SURVEY-INGV-AMwp6.2--Afghanistan [Land]
",36.4148,70.8838,172.7,-AMwp6.2,Afghanistan [Land]
18155041,2018-01-31T070916.93,43.9412,10.3032,5.5,ML2.1,Camaiore (LU)
18155671,2018-01-31T074222.62,43.0541,3.04925,0.9,ML1.0,1 km N Pieve Torina (MC)
18156141,2018-01-31T085407.59,42.5977,13.2168,13.3,ML1.4,5 km E Cittareale (RI)
18156551,2018-01-31T101605.47,41.7307,15.7782,18,ML1.8,5 km NE San Giovanni Rotondo (FG)
18156791,2018-01-31T112916.92,42.3972,13.3269,0.3,ML1.4,5 km SE Pizzoli (AQ)
18156901,2018-01-31T114052.07,41.6703,13.7437,8.6,ML1.3,2 km S Alvito (FR)
18156961,2018-01-31T114532.53,43.0142,13.1088,5,ML0.9,3 km SE Fiordimonte (MC)
18157001,2018-01-31T114553.2,44.3342,8.2611,0,ML1.3,1 km W Pallare (SV)
18157101,2018-01-31T120122.06,42.7693,13.2023,10.7,ML1.6,8 km W Arquata del Tronto (AP)
18157301,2018-01-31T124719.1,44.3373,11.4843,26.8,ML1.8,6 km E Monterenzio (BO)
18157361,2018-01-31T125426.85,44.2181,1.72381,9.1,ML1.4,4 km W Brisighella (RA)
18157451,2018-01-31T131116.83,43.0653,12.9597,12.4,ML0.9,1 km SE Serravalle di Chienti (MC)
18157591,2018-01-31T133817.07,41.0657,15.1059,0.6,ML1.1,4 km E Grottaminarda (AV)
18157751,2018-01-31T141418.01,42.9835,13.0348,8,ML1.6,3 km E Monte Cavallo (MC)
18158081,2018-01-31T144528.21,42.9297,13.1758,9.8,ML1.7,3 km SE Ussita (MC)
18158181,2018-01-31T145737.3,46.3142,12.7703,9.9,ML0.7,2 km W Tramonti di Sopra (PN)
18158291,2018-01-31T151240.89,37.9712,14.3268,9.9,ML1.3,2 km W Reitano (ME)
18158441,2018-01-31T154451.47,42.9863,13.1925,11.4,ML0.7,3 km W Bolognola (MC)
18158491,2018-01-31T155445.77,42.8353,13.0723,10.2,ML1.5,5 km NW Norcia (PG)
18158521,2018-01-31T155649.71,42.8357,13.0773,11.1,ML1.6,5 km N Norcia (PG)
18158561,2018-01-31T160749.67,40.3735,15.5768,17.7,ML0.9,3 km E Teggiano (SA)
18158851,2018-01-31T162741.46,38.1528,15.7243,11,ML1.0,3 km SW Laganadi (RC)
18158801,2018-01-31T162816.,42.7745,13.1958,11.4,ML1.0,8 km W Arquata del Tronto (AP)
18158871,2018-01-31T163829.24,42.6117,13.1793,11.2,ML1.5,2 km E Cittareale (RI)
18158951,2018-01-31T164633.5,42.8402,13.0742,11,ML0.9,5 km SE Preci (PG)
18159051,2018-01-31T165717.5,42.8332,13.1102,10.6,ML1.0,5 km N Norcia (PG)
18159121,2018-01-31T165847.92,42.6457,13.3447,11,ML1.0,5 km E Amatrice (RI)
18159341,2018-01-31T173109.61,42.9367,13.0471,0.2,ML0.4,3 km W Visso (MC)
